"Country","date","update","cases","new_cases","deaths","new_deaths","recovered","new_recovered"
"Libya",2021-08-31,20,308972,59858,4247,738,0,-190978
"Liechtenstein",2021-08-31,20,3391,204,58,0,0,-3009
"Lithuania",2021-08-31,20,298825,16007,4561,146,0,-269309
"Luxembourg",2021-08-31,20,75760,1890,830,8,0,-71867
"Macao",2021-08-31,20,63,4,0,0,0,-54
"Madagascar",2021-08-31,20,42869,206,956,13,0,-41143
"Malawi",2021-08-31,20,60494,8147,2177,542,0,-38005
"Malaysia",2021-08-31,20,1746254,632982,16664,7640,0,-914637
"Maldives",2021-08-31,20,81112,3680,226,5,0,-74598
"Mali",2021-08-31,20,14889,305,539,7,0,-13945
"Malta",2021-08-31,20,36171,1876,441,18,0,-31629
"MarshallIslands",2021-08-31,20,4,0,0,0,0,-4
"Mauritania",2021-08-31,20,33580,7889,715,153,0,-22228
"Mauritius",2021-08-31,20,10676,6763,31,12,0,-1854
"Mexico",2021-08-31,20,3352410,504158,259326,18420,0,-2215884
"Moldova",2021-08-31,20,267526,8048,6401,146,0,-252051
"Monaco",2021-08-31,20,3201,312,33,0,0,-2707
"Mongolia",2021-08-31,20,213820,49665,937,122,0,-164829
"Montenegro",2021-08-31,20,115385,13458,1724,94,0,-98971
"Morocco",2021-08-31,20,860948,237420,12649,2864,0,-561930
"Mozambique",2021-08-31,20,146316,24288,1864,430,0,-88380
"MSZaandam",2021-08-31,20,9,0,2,0,0,-7
"Namibia",2021-08-31,20,125046,6124,3375,331,0,-95250
"Nepal",2021-08-31,20,762647,67258,10750,893,0,-654177
"Netherlands",2021-08-31,20,1976440,81097,18368,254,0,-28329
"NewZealand",2021-08-31,20,3570,696,26,0,0,-2811
"Nicaragua",2021-08-31,20,11735,2265,200,5,0,-4225
"Niger",2021-08-31,20,5849,226,199,4,0,-5342
"Nigeria",2021-08-31,20,192431,18523,2469,320,0,-164994
"NorthMacedonia",2021-08-31,20,176494,20114,5938,445,0,-150362
"Norway",2021-08-31,20,160174,22547,814,15,0,-17998
"Oman",2021-08-31,20,302300,6443,4064,250,0,-278195
"Pakistan",2021-08-31,20,1163688,128851,25889,2467,0,-941659
"Palau",2021-08-31,20,2,2,0,0,0,0
"Panama",2021-08-31,20,457487,21832,7061,238,0,-416263
"PapuaNewGuinea",2021-08-31,20,17838,121,192,0,0,-17324
"Paraguay",2021-08-31,20,458528,6140,15767,786,0,-420031
"Peru",2021-08-31,20,2149591,38198,198263,1910,0,-2078316
"Philippines",2021-08-31,20,1989857,400892,33448,5559,0,-1500189
"Poland",2021-08-31,20,2888670,5731,75345,84,0,-2653700
"Portugal",2021-08-31,20,1037927,69296,17743,382,0,-902014
"Qatar",2021-08-31,20,232744,6505,602,1,0,-223732
"RepublicofKorea",2021-08-31,20,253445,53658,2292,194,0,-175674
"Romania",2021-08-31,20,1098765,15576,34570,289,0,-1047723
"Russia",2021-08-31,20,6820697,635448,180009,24057,0,-5539787
"Rwanda",2021-08-31,20,87627,16929,1089,281,0,-44837
"SaintKittsandNevis",2021-08-31,20,1091,498,3,0,0,-544
"SaintLucia",2021-08-31,20,8219,2609,104,15,0,-5377
"SaintVincentandtheGrenadines",2021-08-31,20,2336,45,12,0,0,-2229
"Samoa",2021-08-31,20,3,0,0,0,0,-3
"SanMarino",2021-08-31,20,5331,188,90,0,0,-5005
"SaoTomeandPrincipe",2021-08-31,20,2608,154,37,0,0,-2358
"SaudiArabia",2021-08-31,20,543318,17588,8512,275,0,-506089
"Senegal",2021-08-31,20,72805,10515,1765,412,0,-47136
"Serbia",2021-08-31,20,762933,41015,7292,178,0,0
"Seychelles",2021-08-31,20,20038,1710,102,23,0,-17538
"SierraLeone",2021-08-31,20,6367,84,121,1,0,-4270
"Singapore",2021-08-31,20,67620,2639,55,18,0,-62863
"Slovakia",2021-08-31,20,779767,3323,12548,8,0,-255300
"Slovenia",2021-08-31,20,267198,7983,4450,21,0,-253742
"SolomonIslands",2021-08-31,20,20,0,0,0,0,-20
"Somalia",2021-08-31,20,17466,2063,977,166,0,-7533
"SouthAfrica",2021-08-31,20,2777659,330205,82261,10248,0,-2222338
"SouthSudan",2021-08-31,20,11436,387,120,1,0,-10514
"Spain",2021-08-31,20,4855065,408021,84340,2854,0,-150376
"SriLanka",2021-08-31,20,440302,131490,9185,4749,0,-277118
"Sudan",2021-08-31,20,37709,571,2831,55,0,-30647
"Suriname",2021-08-31,20,29293,3942,721,72,0,-21700
"Sweden",2021-08-31,20,1126813,26773,14692,37,0,0
"Switzerland",2021-08-31,20,779666,62001,10899,106,0,-317600
"Syria",2021-08-31,20,27915,1952,2013,99,0,-21987
"Taiwan",2021-08-31,20,15995,321,835,48,0,-12856
"Tajikistan",2021-08-31,20,17252,1770,125,3,0,-14556
"Tanzania",2021-08-31,20,1367,350,50,29,0,-183
"Thailand",2021-08-31,20,1204729,607442,11589,6732,0,-26873
"TimorLeste",2021-08-31,20,16682,5784,67,41,0,-9889
"Togo",2021-08-31,20,21261,5463,185,33,0,-14450
"TrinidadandTobago",2021-08-31,20,44847,6036,1291,221,0,-31783
"Tunisia",2021-08-31,20,664034,74469,23451,3765,0,-510696
"Turkey",2021-08-31,20,6388301,661256,56710,5378,0,-5454360
"Uganda",2021-08-31,20,119915,25988,3012,322,0,-83115
"Ukraine",2021-08-31,20,2384564,51155,57004,1448,0,-2255695
"UnitedArabEmirates",2021-08-31,20,718370,37512,2041,92,0,-658198
"UnitedKingdom",2021-08-31,20,6821356,937935,132859,2910,0,-20928
"Uruguay",2021-08-31,20,384934,3417,6032,68,0,-373481
"US",2021-08-31,20,39354020,4288299,640873,27916,0,0
"Uzbekistan",2021-08-31,20,156394,27067,1082,208,0,-123164
"Vanuatu",2021-08-31,20,4,0,1,0,0,-3
"Venezuela",2021-08-31,20,334343,28577,4010,419,0,-290181
"Vietnam",2021-08-31,20,462096,312036,11064,9758,0,-38734
"WestBankandGaza",2021-08-31,20,342282,25544,3680,77,0,-311832
"Yemen",2021-08-31,20,7869,808,1472,97,0,-4185
"Zambia",2021-08-31,20,206327,10511,3602,213,0,-187236
"Zimbabwe",2021-08-31,20,124773,15913,4419,887,0,-75856
"Afghanistan",2021-09-30,21,155174,1954,7204,86,0,0
"Albania",2021-09-30,21,170131,23744,2698,200,0,0
"Algeria",2021-09-30,21,203359,7279,5812,543,0,0
"Andorra",2021-09-30,21,15222,189,130,0,0,0
"Angola",2021-09-30,21,56583,9039,1537,320,0,0
"AntiguaandBarbuda",2021-09-30,21,3231,1516,79,35,0,0
"Argentina",2021-09-30,21,5256902,71282,115179,3367,0,0
"Armenia",2021-09-30,21,261697,19562,5319,475,0,0
"Australia",2021-09-30,21,107181,52088,1311,299,0,0
"Austria",2021-09-30,21,743095,54790,11009,237,0,0
"Azerbaijan",2021-09-30,21,483902,59011,6525,889,0,0
"Bahamas",2021-09-30,21,20984,2845,531,177,0,0
"Bahrain",2021-09-30,21,275057,2517,1389,1,0,0
"Bangladesh",2021-09-30,21,1555911,55293,27510,1315,0,0
"Barbados",2021-09-30,21,8381,3349,74,24,0,0
"Belarus",2021-09-30,21,538086,56554,4143,363,0,0
"Belgium",2021-09-30,21,1244954,60290,25602,222,0,0
"Belize",2021-09-30,21,20801,4448,414,52,0,0
"Benin",2021-09-30,21,23890,10524,159,31,0,0
"Bhutan",2021-09-30,21,2601,5,3,0,0,0
"Bolivia",2021-09-30,21,500445,9566,18735,283,0,0
"BosniaandHerzegovina",2021-09-30,21,234775,20922,10606,803,0,0
"Botswana",2021-09-30,21,179220,22293,2368,107,0,0
"Brazil",2021-09-30,21,21432362,647166,597032,16268,0,0
"Brunei",2021-09-30,21,7116,4404,42,33,0,0
"Bulgaria",2021-09-30,21,502162,46420,20882,1986,0,0
"BurkinaFaso",2021-09-30,21,14243,466,184,13,0,0
"Burma",2021-09-30,21,464076,64794,17735,2346,0,0
"Burundi",2021-09-30,21,17728,5734,38,0,0,0
"Cambodia",2021-09-30,21,112651,19596,2319,416,0,0
"Cameroon",2021-09-30,21,92303,8878,1459,109,0,0
"Canada",2021-09-30,21,1631647,124555,27914,925,0,0
"CapeVerde",2021-09-30,21,37576,2222,339,26,0,0
"CentralAfricanRepublic",2021-09-30,21,11371,75,100,0,0,0
"Chad",2021-09-30,21,5038,46,174,0,0,0
"Chile",2021-09-30,21,1654264,15589,37468,531,0,0
"China",2021-09-30,21,96162,1264,4636,0,0,0
"Colombia",2021-09-30,21,4957277,48191,126299,1354,0,0
"Comoros",2021-09-30,21,4141,73,147,0,0,0
"Congo",2021-09-30,21,14244,656,193,10,0,0
"CostaRica",2021-09-30,21,532185,68459,6386,880,0,0
"CotedIvoire",2021-09-30,21,60253,4584,624,183,0,0
"Croatia",2021-09-30,21,404790,30792,8640,306,0,0
"Cuba",2021-09-30,21,877428,224573,7436,2133,0,0
"Cyprus",2021-09-30,21,120143,4833,552,42,0,0
"Czechia",2021-09-30,21,1691489,12300,30459,55,0,0
"DemocraticRepublicoftheCongo",2021-09-30,21,56937,2074,1084,25,0,0
"Denmark",2021-09-30,21,360550,13522,2658,72,0,0
"DiamondPrincess",2021-09-30,21,712,0,13,0,0,0
"Djibouti",2021-09-30,21,12811,1061,167,10,0,0
"Dominica",2021-09-30,21,3481,1843,20,16,0,0
"DominicanRepublic",2021-09-30,21,359047,8874,4046,38,0,0
"Ecuador",2021-09-30,21,509238,8037,32762,518,0,0
"Egypt",2021-09-30,21,304524,16083,17331,595,0,0
"ElSalvador",2021-09-30,21,104348,10288,3234,316,0,0
"EquatorialGuinea",2021-09-30,21,12362,2885,147,21,0,0
"Eritrea",2021-09-30,21,6722,80,42,4,0,0
"Estonia",2021-09-30,21,156257,14301,1357,65,0,0
"Eswatini",2021-09-30,21,45924,2553,1220,119,0,0
"Ethiopia",2021-09-30,21,345674,37540,5582,907,0,0
"Fiji",2021-09-30,21,51023,4307,624,128,0,0
"Finland",2021-09-30,21,141552,14370,1079,50,0,0
"France",2021-09-30,21,7106028,271006,117474,2548,0,0
"Gabon",2021-09-30,21,30155,4267,186,20,0,0
"Gambia",2021-09-30,21,9934,236,338,19,0,0
"Georgia",2021-09-30,21,613012,63201,8946,1538,0,0
"Germany",2021-09-30,21,4239773,274092,93715,1486,0,0
"Ghana",2021-09-30,21,127482,8046,1156,120,0,0
"Greece",2021-09-30,21,655767,67803,14828,1137,0,0
"Grenada",2021-09-30,21,5195,4734,141,139,0,0
"Guatemala",2021-09-30,21,560315,90038,13564,1638,0,0
"Guinea",2021-09-30,21,30411,910,379,42,0,0
"GuineaBissau",2021-09-30,21,6107,308,135,16,0,0
"Guyana",2021-09-30,21,31827,6279,786,164,0,0
"Haiti",2021-09-30,21,21647,751,610,24,0,0
"HolySee",2021-09-30,21,27,0,0,0,0,0
"Honduras",2021-09-30,21,365994,27237,9777,927,0,0
"HongKong",2021-09-30,21,12217,105,213,1,0,0
"Hungary",2021-09-30,21,822705,10368,30190,132,0,0
"Iceland",2021-09-30,21,11801,1012,33,0,0,0
"India",2021-09-30,21,33766707,955862,448339,9319,0,0
"Indonesia",2021-09-30,21,4215104,125303,141939,8916,0,0
"Iran",2021-09-30,21,5587040,594977,120428,12634,0,0
"Iraq",2021-09-30,21,2003303,115153,22260,1430,0,0
"Ireland",2021-09-30,21,389932,37485,5249,157,0,0
"Israel",2021-09-30,21,1282218,215866,7761,718,0,0
"Italy",2021-09-30,21,4672355,132364,130921,1700,0,0
"Jamaica",2021-09-30,21,83737,15606,1869,351,0,0
"Japan",2021-09-30,21,1705072,210700,17649,1584,0,0
"Jordan",2021-09-30,21,823919,26793,10718,307,0,0
"Kazakhstan",2021-09-30,21,962842,99261,15907,3252,0,0
"Kenya",2021-09-30,21,249434,13571,5123,397,0,0
"Kiribati",2021-09-30,21,2,0,0,0,0,0
"Kosovo",2021-09-30,21,160072,15086,2953,450,0,0
"Kuwait",2021-09-30,21,411655,1795,2449,30,0,0
"Kyrgyzstan",2021-09-30,21,178532,2798,2607,79,0,0
"Laos",2021-09-30,21,23846,8831,18,4,0,0
"Latvia",2021-09-30,21,158291,15654,2717,139,0,0
"Lebanon",2021-09-30,21,624230,21964,8325,272,0,0
"Lesotho",2021-09-30,21,14395,0,403,0,0,0
"Liberia",2021-09-30,21,5799,205,286,41,0,0
"Libya",2021-09-30,21,340084,31112,4651,404,0,0
"Liechtenstein",2021-09-30,21,3557,166,58,0,0,0
"Lithuania",2021-09-30,21,331683,32858,4993,432,0,0
"Luxembourg",2021-09-30,21,78219,2459,835,5,0,0
"Macao",2021-09-30,21,71,8,0,0,0,0
"Madagascar",2021-09-30,21,42898,29,958,2,0,0
"Malawi",2021-09-30,21,61580,1086,2282,105,0,0
"Malaysia",2021-09-30,21,2245695,499441,26335,9671,0,0
"Maldives",2021-09-30,21,84809,3697,231,5,0,0
"Mali",2021-09-30,21,15219,330,548,9,0,0
"Malta",2021-09-30,21,37149,978,457,16,0,0
"MarshallIslands",2021-09-30,21,4,0,0,0,0,0
"Mauritania",2021-09-30,21,36030,2450,775,60,0,0
"Mauritius",2021-09-30,21,15695,5019,84,53,0,0
"Mexico",2021-09-30,21,3664223,311813,277507,18181,0,0
"Moldova",2021-09-30,21,294392,26866,6777,376,0,0
"Monaco",2021-09-30,21,3314,113,33,0,0,0
"Mongolia",2021-09-30,21,304084,90264,1277,340,0,0
"Montenegro",2021-09-30,21,131499,16114,1923,199,0,0
"Morocco",2021-09-30,21,933071,72123,14267,1618,0,0
"Mozambique",2021-09-30,21,150723,4407,1917,53,0,0
"MSZaandam",2021-09-30,21,9,0,2,0,0,0
"Namibia",2021-09-30,21,127589,2543,3511,136,0,0
"Nepal",2021-09-30,21,795061,32414,11135,385,0,0
"Netherlands",2021-09-30,21,2041429,64989,18584,216,0,0
"NewZealand",2021-09-30,21,4292,722,27,1,0,0
"Nicaragua",2021-09-30,21,14448,2713,204,4,0,0
"Niger",2021-09-30,21,6008,159,201,2,0,0
"Nigeria",2021-09-30,21,205779,13348,2721,252,0,0
"NorthMacedonia",2021-09-30,21,191408,14914,6668,730,0,0
"Norway",2021-09-30,21,189431,29257,861,47,0,0
"Oman",2021-09-30,21,303769,1469,4096,32,0,0
"Pakistan",2021-09-30,21,1246538,82850,27785,1896,0,0
"Palau",2021-09-30,21,5,3,0,0,0,0
"Panama",2021-09-30,21,467113,9626,7228,167,0,0
"PapuaNewGuinea",2021-09-30,21,20221,2383,229,37,0,0
"Paraguay",2021-09-30,21,459967,1439,16198,431,0,0
"Peru",2021-09-30,21,2175305,25714,199367,1104,0,0
"Philippines",2021-09-30,21,2549966,560109,38294,4846,0,0
"Poland",2021-09-30,21,2907071,18401,75650,305,0,0
"Portugal",2021-09-30,21,1069279,31352,17975,232,0,0
"Qatar",2021-09-30,21,236643,3899,606,4,0,0
"RepublicofKorea",2021-09-30,21,313773,60328,2497,205,0,0
"Romania",2021-09-30,21,1233668,134903,37041,2471,0,0
"Russia",2021-09-30,21,7401104,580407,203549,23540,0,0
"Rwanda",2021-09-30,21,97517,9890,1273,184,0,0
"SaintKittsandNevis",2021-09-30,21,1918,827,13,10,0,0
"SaintLucia",2021-09-30,21,11459,3240,201,97,0,0
"SaintVincentandtheGrenadines",2021-09-30,21,3508,1172,21,9,0,0
"Samoa",2021-09-30,21,3,0,0,0,0,0
"SanMarino",2021-09-30,21,5440,109,91,1,0,0
"SaoTomeandPrincipe",2021-09-30,21,3459,851,50,13,0,0
"SaudiArabia",2021-09-30,21,547134,3816,8716,204,0,0
"Senegal",2021-09-30,21,73775,970,1858,93,0,0
"Serbia",2021-09-30,21,941989,179056,8234,942,0,0
"Seychelles",2021-09-30,21,21473,1435,112,10,0,0
"SierraLeone",2021-09-30,21,6394,27,121,0,0,0
"Singapore",2021-09-30,21,96521,28901,95,40,0,0
"Slovakia",2021-09-30,21,804372,24605,12637,89,0,0
"Slovenia",2021-09-30,21,293364,26166,4561,111,0,0
"SolomonIslands",2021-09-30,21,20,0,0,0,0,0
"Somalia",2021-09-30,21,19980,2514,1111,134,0,0
"SouthAfrica",2021-09-30,21,2902672,125013,87626,5365,0,0
"SouthSudan",2021-09-30,21,12010,574,130,10,0,0
"Spain",2021-09-30,21,4959091,104026,86415,2075,0,0
"SriLanka",2021-09-30,21,517377,77075,12906,3721,0,0
"Sudan",2021-09-30,21,38283,574,2902,71,0,0
"Suriname",2021-09-30,21,41631,12338,884,163,0,0
"Sweden",2021-09-30,21,1152886,26073,14864,172,0,0
"Switzerland",2021-09-30,21,840363,60697,11087,188,0,0
"Syria",2021-09-30,21,34205,6290,2247,234,0,0
"Taiwan",2021-09-30,21,16223,228,842,7,0,0
"Tajikistan",2021-09-30,21,17484,232,125,0,0,0
"Tanzania",2021-09-30,21,1367,0,50,0,0,0
"Thailand",2021-09-30,21,1603475,398746,16727,5138,0,0
"TimorLeste",2021-09-30,21,19498,2816,117,50,0,0
"Togo",2021-09-30,21,25429,4168,229,44,0,0
"TrinidadandTobago",2021-09-30,21,50709,5862,1482,191,0,0
"Tunisia",2021-09-30,21,707190,43156,24890,1439,0,0
"Turkey",2021-09-30,21,7154040,765739,64054,7344,0,0
"Uganda",2021-09-30,21,123572,3657,3156,144,0,0
"Ukraine",2021-09-30,21,2533301,148737,59980,2976,0,0
"UnitedArabEmirates",2021-09-30,21,735992,17622,2097,56,0,0
"UnitedKingdom",2021-09-30,21,7843887,1022531,137043,4184,0,0
"Uruguay",2021-09-30,21,388928,3994,6055,23,0,0
"US",2021-09-30,21,43503489,4149469,699572,58699,0,0
"Uzbekistan",2021-09-30,21,173895,17501,1239,157,0,0
"Vanuatu",2021-09-30,21,4,0,1,0,0,0
"Venezuela",2021-09-30,21,368968,34625,4469,459,0,0
"Vietnam",2021-09-30,21,790755,328659,19301,8237,0,0
"WestBankandGaza",2021-09-30,21,403716,61434,4098,418,0,0
"Yemen",2021-09-30,21,9067,1198,1721,249,0,0
"Zambia",2021-09-30,21,209046,2719,3648,46,0,0
"Zimbabwe",2021-09-30,21,130820,6047,4623,204,0,0
"Afghanistan",2021-10-31,22,156250,1076,7280,76,0,0
"Albania",2021-10-31,22,185300,15169,2924,226,0,0
"Algeria",2021-10-31,22,206452,3093,5920,108,0,0
"Andorra",2021-10-31,22,15516,294,130,0,0,0
"Angola",2021-10-31,22,64433,7850,1710,173,0,0
"AntiguaandBarbuda",2021-10-31,22,4058,827,102,23,0,0
"Argentina",2021-10-31,22,5288807,31905,115950,771,0,0
"Armenia",2021-10-31,22,308326,46629,6328,1009,0,0
"Australia",2021-10-31,22,172030,64849,1743,432,0,0
"Austria",2021-10-31,22,830981,87886,11357,348,0,0
"Azerbaijan",2021-10-31,22,531370,47468,7074,549,0,0
"Bahamas",2021-10-31,22,22351,1367,643,112,0,0
"Bahrain",2021-10-31,22,276829,1772,1393,4,0,0
"Bangladesh",2021-10-31,22,1569539,13628,27868,358,0,0
"Barbados",2021-10-31,22,17763,9382,153,79,0,0
"Belarus",2021-10-31,22,600168,62082,4631,488,0,0
"Belgium",2021-10-31,22,1360650,115696,25994,392,0,0
"Belize",2021-10-31,22,26798,5997,491,77,0,0
"Benin",2021-10-31,22,24749,859,161,2,0,0
"Bhutan",2021-10-31,22,2621,20,3,0,0,0
"Bolivia",2021-10-31,22,513584,13139,18925,190,0,0
"BosniaandHerzegovina",2021-10-31,22,252758,17983,11495,889,0,0
"Botswana",2021-10-31,22,186594,7374,2406,38,0,0
"Brazil",2021-10-31,22,21814625,382263,608082,11050,0,0
"Brunei",2021-10-31,22,13130,6014,88,46,0,0
"Bulgaria",2021-10-31,22,602492,100330,23999,3117,0,0
"BurkinaFaso",2021-10-31,22,14793,550,214,30,0,0
"Burma",2021-10-31,22,500073,35997,18697,962,0,0
"Burundi",2021-10-31,22,20039,2311,38,0,0,0
"Cambodia",2021-10-31,22,118522,5871,2788,469,0,0
"Cameroon",2021-10-31,22,102499,10196,1686,227,0,0
"Canada",2021-10-31,22,1723506,91859,29022,1108,0,0
"CapeVerde",2021-10-31,22,38215,639,349,10,0,0
"CentralAfricanRepublic",2021-10-31,22,11518,147,100,0,0,0
"Chad",2021-10-31,22,5069,31,174,0,0,0
"Chile",2021-10-31,22,1695048,40784,37757,289,0,0
"China",2021-10-31,22,97243,1081,4636,0,0,0
"Colombia",2021-10-31,22,5002387,45110,127281,982,0,0
"Comoros",2021-10-31,22,4259,118,147,0,0,0
"Congo",2021-10-31,22,17323,3079,258,65,0,0
"CostaRica",2021-10-31,22,559698,27513,7029,643,0,0
"CotedIvoire",2021-10-31,22,61297,1044,695,71,0,0
"Croatia",2021-10-31,22,470348,65558,9220,580,0,0
"Cuba",2021-10-31,22,952001,74573,8236,800,0,0
"Cyprus",2021-10-31,22,124017,3874,575,23,0,0
"Czechia",2021-10-31,22,1762902,71413,30753,294,0,0
"DemocraticRepublicoftheCongo",2021-10-31,22,57470,533,1091,7,0,0
"Denmark",2021-10-31,22,390727,30177,2716,58,0,0
"DiamondPrincess",2021-10-31,22,712,0,13,0,0,0
"Djibouti",2021-10-31,22,13478,667,181,14,0,0
"Dominica",2021-10-31,22,4823,1342,32,12,0,0
"DominicanRepublic",2021-10-31,22,381667,22620,4130,84,0,0
"Ecuador",2021-10-31,22,515859,6621,32958,196,0,0
"Egypt",2021-10-31,22,331017,26493,18651,1320,0,0
"ElSalvador",2021-10-31,22,113422,9074,3629,395,0,0
"EquatorialGuinea",2021-10-31,22,13368,1006,167,20,0,0
"Eritrea",2021-10-31,22,6834,112,45,3,0,0
"Estonia",2021-10-31,22,193969,37712,1531,174,0,0
"Eswatini",2021-10-31,22,46421,497,1242,22,0,0
"Ethiopia",2021-10-31,22,365167,19493,6459,877,0,0
"Fiji",2021-10-31,22,52141,1118,674,50,0,0
"Finland",2021-10-31,22,157531,15979,1158,79,0,0
"France",2021-10-31,22,7268527,162499,118625,1151,0,0
"Gabon",2021-10-31,22,35525,5370,239,53,0,0
"Gambia",2021-10-31,22,9965,31,340,2,0,0
"Georgia",2021-10-31,22,719247,106235,10045,1099,0,0
"Germany",2021-10-31,22,4607958,368185,95735,2020,0,0
"Ghana",2021-10-31,22,130077,2595,1175,19,0,0
"Greece",2021-10-31,22,742170,86403,15938,1110,0,0
"Grenada",2021-10-31,22,5840,645,198,57,0,0
"Guatemala",2021-10-31,22,601572,41257,15094,1530,0,0
"Guinea",2021-10-31,22,30653,242,385,6,0,0
"GuineaBissau",2021-10-31,22,6134,27,141,6,0,0
"Guyana",2021-10-31,22,35548,3721,913,127,0,0
"Haiti",2021-10-31,22,23960,2313,671,61,0,0
"HolySee",2021-10-31,22,27,0,0,0,0,0
"Honduras",2021-10-31,22,375381,9387,10239,462,0,0
"HongKong",2021-10-31,22,12346,129,213,0,0,0
"Hungary",2021-10-31,22,863419,40714,30729,539,0,0
"Iceland",2021-10-31,22,13492,1691,33,0,0,0
"India",2021-10-31,22,34285814,519107,458437,10098,0,0
"Indonesia",2021-10-31,22,4244358,29254,143405,1466,0,0
"Iran",2021-10-31,22,5924638,337598,126303,5875,0,0
"Iraq",2021-10-31,22,2055248,51945,23170,910,0,0
"Ireland",2021-10-31,22,445594,55662,5436,187,0,0
"Israel",2021-10-31,22,1327458,45240,8100,339,0,0
"Italy",2021-10-31,22,4771965,99610,132100,1179,0,0
"Jamaica",2021-10-31,22,89014,5277,2236,367,0,0
"Japan",2021-10-31,22,1722343,17271,18264,615,0,0
"Jordan",2021-10-31,22,862541,38622,11038,320,0,0
"Kazakhstan",2021-10-31,22,1020264,57422,17078,1171,0,0
"Kenya",2021-10-31,22,253310,3876,5281,158,0,0
"Kiribati",2021-10-31,22,2,0,0,0,0,0
"Kosovo",2021-10-31,22,160762,690,2977,24,0,0
"Kuwait",2021-10-31,22,412678,1023,2461,12,0,0
"Kyrgyzstan",2021-10-31,22,181259,2727,2671,64,0,0
"Laos",2021-10-31,22,40271,16425,65,47,0,0
"Latvia",2021-10-31,22,219139,60848,3253,536,0,0
"Lebanon",2021-10-31,22,642024,17794,8502,177,0,0
"Lesotho",2021-10-31,22,21635,7240,658,255,0,0
"Liberia",2021-10-31,22,5812,13,287,1,0,0
"Libya",2021-10-31,22,357338,17254,5099,448,0,0
"Liechtenstein",2021-10-31,22,3662,105,61,3,0,0
"Lithuania",2021-10-31,22,408715,77032,5873,880,0,0
"Luxembourg",2021-10-31,22,81683,3464,843,8,0,0
"Macao",2021-10-31,22,77,6,0,0,0,0
"Madagascar",2021-10-31,22,43626,728,963,5,0,0
"Malawi",2021-10-31,22,61796,216,2301,19,0,0
"Malaysia",2021-10-31,22,2471642,225947,28912,2577,0,0
"Maldives",2021-10-31,22,87638,2829,243,12,0,0
"Mali",2021-10-31,22,16073,854,563,15,0,0
"Malta",2021-10-31,22,37653,504,461,4,0,0
"MarshallIslands",2021-10-31,22,4,0,0,0,0,0
"Mauritania",2021-10-31,22,37320,1290,797,22,0,0
"Mauritius",2021-10-31,22,17698,2003,166,82,0,0
"Mexico",2021-10-31,22,3807211,142988,288365,10858,0,0
"Moldova",2021-10-31,22,337768,43376,7790,1013,0,0
"Monaco",2021-10-31,22,3414,100,36,3,0,0
"Mongolia",2021-10-31,22,360317,56233,1745,468,0,0
"Montenegro",2021-10-31,22,144314,12815,2103,180,0,0
"Morocco",2021-10-31,22,946145,13074,14668,401,0,0
"Mozambique",2021-10-31,22,151292,569,1930,13,0,0
"MSZaandam",2021-10-31,22,9,0,2,0,0,0
"Namibia",2021-10-31,22,128927,1338,3554,43,0,0
"Nepal",2021-10-31,22,812570,17509,11407,272,0,0
"Netherlands",2021-10-31,22,2171990,130561,18850,266,0,0
"NewZealand",2021-10-31,22,6595,2303,28,1,0,0
"Nicaragua",2021-10-31,22,16422,1974,208,4,0,0
"Niger",2021-10-31,22,6366,358,213,12,0,0
"Nigeria",2021-10-31,22,211961,6182,2896,175,0,0
"NorthMacedonia",2021-10-31,22,202552,11144,7132,464,0,0
"Norway",2021-10-31,22,207280,17849,900,39,0,0
"Oman",2021-10-31,22,304291,522,4111,15,0,0
"Pakistan",2021-10-31,22,1273560,27022,28456,671,0,0
"Palau",2021-10-31,22,8,3,0,0,0,0
"Panama",2021-10-31,22,472664,5551,7315,87,0,0
"PapuaNewGuinea",2021-10-31,22,29715,9494,370,141,0,0
"Paraguay",2021-10-31,22,461006,1039,16246,48,0,0
"Peru",2021-10-31,22,2201796,26491,200246,879,0,0
"Philippines",2021-10-31,22,2787276,237310,43172,4878,0,0
"Poland",2021-10-31,22,3025247,118176,76999,1349,0,0
"Portugal",2021-10-31,22,1090651,21372,18157,182,0,0
"Qatar",2021-10-31,22,239247,2604,610,4,0,0
"RepublicofKorea",2021-10-31,22,366386,52613,2858,361,0,0
"Romania",2021-10-31,22,1648031,414363,47751,10710,0,0
"Russia",2021-10-31,22,8377984,976880,234194,30645,0,0
"Rwanda",2021-10-31,22,99698,2181,1331,58,0,0
"SaintKittsandNevis",2021-10-31,22,2669,751,23,10,0,0
"SaintLucia",2021-10-31,22,12559,1100,255,54,0,0
"SaintVincentandtheGrenadines",2021-10-31,22,4995,1487,68,47,0,0
"Samoa",2021-10-31,22,3,0,0,0,0,0
"SanMarino",2021-10-31,22,5547,107,92,1,0,0
"SaoTomeandPrincipe",2021-10-31,22,3714,255,56,6,0,0
"SaudiArabia",2021-10-31,22,548617,1483,8794,78,0,0
"Senegal",2021-10-31,22,73917,142,1878,20,0,0
"Serbia",2021-10-31,22,1142749,200760,9955,1721,0,0
"Seychelles",2021-10-31,22,22243,770,119,7,0,0
"SierraLeone",2021-10-31,22,6397,3,121,0,0,0
"Singapore",2021-10-31,22,198374,101853,407,312,0,0
"Slovakia",2021-10-31,22,898926,94554,13034,397,0,0
"Slovenia",2021-10-31,22,335850,42486,4745,184,0,0
